CLASS_STAR,PSF_e1,PSF_e2,scalelength,model_flux,MAG_u,MAG_g,MAG_r,MAG_i,MAG_z
0.00558299,-0.0052,-0.0118,2.7211,5.0,,25.9281,24.3957,23.748,22.963
0.538942,-0.0074,0.0032,1.5162,3.2,,25.2125,24.8534,24.5342,
0.795757,-0.0043,-0.0088,0.3592,3.7,,,26.5425,24.4649,23.3408
0.000208318,-0.0035,-0.0131,2.4376,11.4,25.0657,24.5435,24.0367,23.058,22.3602
0.211257,-0.0025,0.0163,1.4259,4.0,25.8859,25.0861,24.771,24.0537,23.8302
0.0780966,-0.0007,-0.0279,1.3761,3.9,24.5614,24.3422,24.3338,24.2781,23.8633
0.000748499,-0.0024,-0.0115,2.0463,6.5,25.6174,24.6944,24.091,23.8418,24.58
0.362458,-0.0044,-0.014,0.6351,3.5,25.0517,24.9772,25.0464,24.4394,
0.514825,-0.0054,-0.0117,0.5967,3.7,25.6504,25.3015,24.7822,24.3034,24.0908
0.0251162,-0.0066,-0.0504,1.0447,3.9,24.7552,24.5005,24.5454,24.4207,
0.234477,0.0028,0.0016,0.7485,3.8,24.7791,24.3651,24.3225,24.1816,24.0377
0.0178719,-0.0008,-0.0298,1.3876,6.3,24.558,24.2461,24.0521,23.8414,23.4783
0.646496,-0.003,-0.0368,0.5684,3.1,,26.5871,25.0651,24.5505,25.2504
0.939039,-0.0059,-0.0133,0.3185,5.0,,26.0519,24.8489,24.1166,23.8307
0.523335,-0.0028,-0.0196,0.8251,11.2,24.873,24.1579,23.427,23.0034,22.8965
0.0153093,-0.0038,-0.0394,1.5181,6.8,24.6197,24.0921,24.1151,23.6967,23.6732
0.360176,-0.0029,-0.0064,0.5421,2.8,26.1489,24.7663,24.172,23.9307,23.4748
0.00964028,-0.0046,0.01,1.0036,8.6,25.694,24.4866,23.815,23.3952,23.3717
0.923337,0.0045,0.0029,0.0,152.6,22.3343,20.9297,20.3673,20.0636,19.9442
0.436552,-0.0035,0.014,1.7616,4.5,25.1374,25.0328,24.7177,24.0374,23.4358
0.026709,-0.005,-0.012,2.0329,24.0,24.0168,23.1006,22.4703,22.1858,21.9232
0.112375,-0.0024,-0.0346,1.02,14.8,,25.3429,23.796,22.7015,22.3778
0.226258,-0.0017,-0.0047,0.7238,8.2,25.0812,24.5095,24.1715,23.402,23.1406
0.632312,-0.0029,-0.0035,0.6725,2.7,25.8503,25.9791,25.5422,24.6188,24.2428
0.831331,-0.006,-0.0119,0.0,3.5,,26.7934,25.6612,24.5655,24.5641
0.00955004,-0.0009,-0.0039,1.8684,8.1,25.3294,24.6584,23.8002,23.4455,23.2117
0.0746785,-0.0063,-0.011,1.6563,4.2,25.9307,25.1826,24.6686,24.4032,25.4339
0.0809765,-0.0023,-0.004,0.8514,3.2,,26.4908,25.3532,24.3724,23.8232
0.0208821,-0.0052,-0.0084,2.56,30.0,23.7873,23.3528,22.8166,21.9625,21.5254
0.650466,-0.0061,-0.0112,0.9985,3.6,25.1541,25.2638,24.8716,24.4443,24.6743
0.689507,-0.0057,0.0075,1.6665,3.8,26.3517,25.4678,25.401,24.4575,24.1141
0.027306,-0.001,-0.0036,1.4782,27.4,23.1432,22.8068,22.3822,22.0112,21.909
0.428468,-0.007,0.0051,0.6325,4.1,25.9039,25.3597,25.5209,24.3634,23.9888
0.0123715,-0.0032,-0.0376,2.7266,15.1,26.2607,24.5743,23.6016,22.6455,22.1881
0.138623,-0.0005,0.0027,2.8858,10.7,25.9696,25.5315,25.4531,23.5592,22.8718
0.0975117,-0.0032,-0.0371,0.9467,5.8,25.6157,25.26,24.8824,23.8998,23.3775
0.013823,-0.0008,-0.0289,1.4214,10.0,25.0802,24.3785,24.0118,23.1667,23.3332
0.0023955,-0.0066,-0.0502,2.2482,5.8,25.122,24.6218,24.6648,24.0559,24.276
0.000651002,-0.0022,-0.0117,3.1608,8.2,25.0222,24.6793,24.2469,23.5744,23.1923
0.703032,-0.0001,-0.0024,0.7834,3.2,25.7491,25.1657,24.5646,24.5597,24.303
0.707526,-0.0011,-0.0035,0.3395,5.5,25.2873,24.5437,24.1873,23.8112,23.3367
0.156762,-0.0051,-0.012,1.1594,2.9,25.9392,25.4298,24.7711,24.4248,24.1676
0.000223313,-0.0046,-0.0443,2.2975,5.8,25.4418,24.9256,24.1425,23.887,23.6063
0.0395172,-0.0014,-0.0046,1.5445,3.4,24.6001,24.4842,24.3858,24.1924,24.1548
0.148657,-0.0033,-0.0071,1.1607,4.8,26.2688,25.2989,24.712,23.8571,23.0992
0.0364364,-0.0036,-0.0223,1.4081,10.1,24.4399,24.1911,23.738,23.2198,23.02
0.209868,-0.0067,-0.0506,1.3784,4.2,25.2245,24.9645,24.5294,24.3739,24.4147
0.0234279,-0.0071,-0.0112,1.1818,16.2,23.9863,23.6271,23.2681,22.6481,22.3557
0.135197,-0.0013,-0.0298,1.0879,7.1,24.1624,23.9233,23.8299,23.633,23.2531
0.0147063,-0.0061,0.0064,1.551,15.4,23.7931,23.4376,23.3478,22.7077,22.2435
0.0166122,-0.0054,0.0089,1.583,11.9,25.5152,24.6742,23.5748,23.035,23.1296
0.685831,-0.0029,0.0159,1.2667,3.5,26.5272,25.7486,25.0761,24.3607,24.3936
0.743843,-0.003,-0.0365,0.8295,3.2,25.3418,24.704,24.5609,24.3698,25.1039
0.40074,-0.0047,-0.0111,1.0702,3.5,26.0112,25.6056,24.9526,24.2741,23.4405
0.0906479,-0.006,-0.0474,1.4072,6.6,25.3992,25.0779,24.1775,23.7128,22.8281
0.265138,-0.0047,-0.0191,0.9681,2.5,26.0166,25.5944,24.836,24.6512,24.1281
0.0120432,-0.0069,0.0057,1.0002,10.3,23.3319,23.1461,23.1118,23.154,23.0998
0.757726,-0.004,-0.0088,0.5448,3.3,25.1629,24.9129,24.6556,24.3868,23.8103
0.00141519,-0.0054,-0.0139,1.939,11.2,23.9414,23.5082,23.3182,23.136,22.7812
0.916547,-0.0036,-0.0221,0.0,5.3,,25.6718,24.3331,23.972,23.6876
0.0171296,-0.007,-0.0506,1.6955,6.4,24.1806,23.8259,23.6782,23.6061,23.6698
0.276399,-0.0061,-0.0112,0.7386,4.2,25.8713,25.6212,24.8122,24.2995,23.8119
0.00203309,-0.0055,-0.0141,1.8698,3.5,25.4192,25.2324,25.2581,24.5209,24.4818
0.176888,-0.0029,-0.0307,1.1304,4.3,24.6636,24.4975,24.4968,24.2264,25.469
0.722289,-0.0033,-0.007,0.5767,2.9,25.5998,24.9705,24.9115,24.6191,24.0641
0.54838,-0.0037,-0.0047,1.583,2.7,26.3597,26.0468,25.2325,24.6096,
0.975616,-0.0018,-0.0013,0.0,28.4,26.1899,23.7181,22.7168,22.0276,21.7949
0.0713334,-0.0058,-0.0341,1.4869,5.7,25.968,26.4431,25.1079,24.0433,23.1814
0.0239842,-0.0043,-0.0122,1.9164,17.5,24.3968,23.7922,23.0397,22.571,22.2923
0.392612,-0.0033,-0.0246,0.6776,4.1,25.7038,25.0966,24.5314,24.4345,24.2595
0.0429786,-0.0021,-0.005,2.3521,4.2,,25.3143,24.7002,24.3044,24.6642
0.0130136,-0.0003,-0.0282,1.4748,8.0,25.1156,24.8548,24.3203,23.4827,23.0567
0.636988,-0.0048,-0.0165,0.5679,3.8,,26.1897,25.2056,24.4609,23.9903
0.277381,-0.0032,-0.0262,1.1969,4.2,25.3099,24.8053,24.6374,24.3897,24.0348
0.0114053,-0.0051,-0.011,3.2631,16.0,25.0565,24.3387,23.2154,22.6821,22.2845
0.783065,-0.0022,-0.033,0.417,3.5,25.5164,24.8208,24.5031,24.5759,
0.0165257,-0.005,0.0099,2.8398,5.8,25.6259,25.1752,24.7799,23.8285,23.4861
0.68717,-0.0028,0.0158,1.225,3.8,25.5794,25.392,25.1001,24.4291,24.0527
0.0711609,-0.0019,-0.0319,1.2919,5.6,25.7383,25.3407,24.7358,23.9479,23.9415
0.395122,-0.0035,-0.0074,1.1786,3.3,25.377,24.9334,24.9257,24.3633,23.3889
0.0169209,-0.0069,-0.0105,2.0225,21.5,24.0054,23.5036,22.7348,22.3199,22.3948
0.000184062,-0.0064,-0.0109,1.5273,4.1,25.5993,24.9711,24.8394,24.4098,24.5133
0.973932,-0.0045,-0.0139,0.0,10.4,26.1015,24.2905,23.5425,23.1722,22.9647
0.0275127,-0.0022,-0.0345,1.539,28.5,23.2942,22.9606,22.7828,21.9536,21.7156
0.79485,-0.0068,-0.0094,0.4813,4.7,24.9321,24.6889,24.4969,24.1286,23.7527
0.169233,-0.0076,-0.0084,3.4449,5.8,25.0612,24.9134,24.8357,24.1173,23.1192
0.590007,-0.0058,0.0081,2.4367,4.7,,26.1055,25.1412,24.2505,23.3188
0.0824314,-0.0058,-0.0474,1.1972,3.8,25.9609,25.7173,25.1044,24.4187,23.8302
0.50723,-0.0064,-0.0152,2.2458,3.9,25.3787,24.9494,25.0411,24.591,24.9155
0.0972977,-0.0026,0.0171,1.1084,3.1,25.0862,24.6726,24.5584,24.4548,23.8684
0.0113705,-0.0034,-0.0227,1.8107,16.0,24.4741,24.0837,23.5328,22.7118,22.3502
0.0735185,-0.0077,-0.0525,0.7101,6.5,24.4234,24.0667,23.8941,23.707,23.8414
0.180451,-0.0031,-0.0046,0.8105,2.7,26.0535,24.9161,24.5155,24.5302,24.2791
0.0385381,-0.0043,0.0119,1.5016,7.3,24.6394,24.214,23.9229,23.2904,23.1432
0.000166608,-0.0052,-0.0081,2.6409,7.7,25.7055,24.9869,24.3259,23.5512,22.8735
0.0444893,-0.0056,-0.0141,1.2035,17.3,24.3437,23.9865,23.3466,22.5247,21.7371
0.984081,-0.0059,-0.0112,0.0,28.3,26.0012,23.5847,22.5341,21.9868,21.8311
0.42824,-0.0072,-0.0103,0.7309,4.8,24.9813,24.7791,24.5504,24.1081,24.0188
0.131096,0.0001,-0.0262,0.8516,5.1,25.9198,25.2278,24.6907,23.9981,23.2736
0.0284202,-0.0027,0.0162,1.6315,44.4,27.4899,24.282,22.7148,21.405,20.8375
0.165349,-0.0052,-0.0139,1.5723,3.7,,26.4212,25.2466,24.4348,23.6343
0.031792,-0.0058,-0.0141,1.2187,22.2,23.6154,23.2802,22.7555,22.3306,22.3542
0.910422,-0.0059,-0.0062,0.4167,8.7,,,24.7551,23.3084,23.0113
0.0132279,-0.0061,0.007,2.8228,24.2,25.8565,24.5319,23.486,22.1608,21.2478
0.138728,0.0008,-0.0019,1.7423,28.8,23.661,23.0082,22.2865,21.9513,21.612
0.980622,-0.0054,-0.0084,0.0,28.9,,24.7699,23.5674,21.9769,21.3726
0.228366,-0.0037,-0.0226,0.9951,4.1,25.7425,25.5826,24.7937,24.4228,24.7778
0.60748,-0.0034,-0.0071,1.1704,2.9,,25.8451,25.1249,24.647,24.4786
0.0843969,-0.0076,-0.0553,2.1886,13.2,24.5772,23.4935,23.0032,22.832,22.836
0.0325538,-0.0028,0.0168,1.3109,5.1,25.3016,24.3794,24.1909,23.9828,24.1712
0.334412,-0.0049,-0.0136,2.0152,4.7,26.0832,25.4565,25.1504,24.4773,23.6007
0.00290041,-0.0001,-0.0019,1.9583,5.1,25.8602,25.2825,24.7696,24.2446,23.8285
0.000159316,-0.0033,-0.0261,2.2969,7.7,24.9954,24.6203,24.1514,23.6557,23.0895
0.94296,0.0033,0.0027,0.0,42.0,,24.1007,22.5398,21.548,21.5132
0.937551,-0.0031,-0.0328,0.0,5.2,,25.8666,24.7628,24.0551,23.754
0.00805761,-0.0021,-0.0327,2.2027,11.4,24.6211,24.2248,23.9548,23.0792,22.9748
0.0089925,-0.002,-0.0326,3.182,14.4,24.4328,24.005,23.5616,22.8225,22.3965
0.132714,-0.0032,-0.0066,2.1252,3.0,25.3576,25.1386,25.3699,24.5621,23.2033
0.19284,-0.0049,-0.0128,0.7388,2.8,,,24.9263,24.6469,
0.137741,-0.0035,-0.0071,0.9104,5.4,25.2018,24.2803,24.0875,23.9331,24.125
0.0390953,-0.0063,-0.0111,0.9967,6.0,25.7164,25.6156,25.2565,23.8616,23.3832
0.0229661,-0.0056,0.0111,2.0757,29.4,23.9539,23.2702,22.5935,21.932,21.9354
0.87389,-0.0049,-0.0407,0.2203,15.2,27.5619,25.7034,24.5575,22.7483,21.8513
0.00183043,-0.0045,-0.0126,2.706,4.6,,25.7152,24.9835,24.3607,24.505
0.193426,-0.0041,0.0137,2.6995,5.7,26.7783,25.2768,24.4758,23.9685,23.5012
0.816172,-0.0076,-0.0381,0.0,4.4,,25.6981,24.553,24.162,24.4205
0.027701,-0.0068,0.0071,1.1435,13.0,25.0189,24.298,23.7585,22.8864,22.5091
0.377177,-0.0041,-0.0079,0.9265,3.9,24.4974,24.3175,24.3087,24.3762,
0.319431,-0.0009,-0.0286,1.8905,5.2,25.0213,24.8131,24.4296,23.9075,23.1627
0.562393,-0.0045,-0.0144,0.5647,4.1,24.4877,24.2561,24.1386,24.0792,23.3466
0.00601528,-0.0067,0.0064,1.6005,8.5,24.6642,24.1707,23.9438,23.483,23.2907
0.181588,0.0031,0.0027,0.5574,3.2,25.6615,24.9081,24.6819,24.6453,24.1244
0.0302793,-0.0054,-0.0095,1.6447,31.9,25.2378,23.9062,22.9631,21.8629,21.5209
0.00619163,-0.0048,-0.014,1.202,4.7,25.4424,25.1578,25.063,24.1329,24.2969
0.958949,-0.004,-0.0365,0.0,17.3,27.5182,25.3312,23.8408,22.5726,22.0988
0.0206568,-0.0062,-0.0112,1.1494,3.1,25.1587,24.9599,24.802,24.6287,24.9282
0.0278476,0.0005,0.0008,1.8977,44.2,22.8522,22.3942,22.0419,21.4617,21.2946
0.262537,-0.0043,-0.0149,0.5432,4.6,,27.0173,25.4522,24.0763,23.0712
0.0071872,-0.0048,-0.014,2.4204,12.4,24.2272,24.0097,23.9678,23.0123,22.9738
0.123415,-0.0056,-0.0158,0.75,4.0,27.0397,26.4393,25.0618,24.2159,23.8595
0.0143825,-0.0031,-0.0226,1.4289,6.0,25.1147,,23.8692,23.6389,23.3563
0.0233284,-0.0074,-0.0114,1.5415,8.6,25.1085,24.1819,23.8064,23.2771,22.8187
0.432522,-0.0026,-0.0308,0.5322,8.6,,25.7654,24.6267,23.3744,23.1895
0.187856,-0.0061,-0.0104,0.852,2.8,25.2833,25.2396,25.5804,24.5055,
0.858577,-0.0049,-0.0133,1.0726,29.5,25.0061,23.8231,22.6309,21.9506,21.6505
0.0428244,-0.0042,-0.0098,0.9879,4.1,25.3061,25.1383,24.751,24.0513,23.8753
0.0352767,-0.0012,-0.0285,1.3724,5.6,24.6163,24.1238,24.054,23.8036,24.3896
0.964161,-0.006,-0.0137,0.2617,13.6,24.5122,23.4546,23.148,22.81,22.7175
0.0162584,-0.0024,-0.0348,1.9301,13.7,23.9592,23.7335,23.4592,22.7802,22.4046
0.596761,-0.0036,-0.0378,2.3832,4.2,,25.5403,24.6934,24.4958,
0.0186933,-0.0054,0.0097,0.7439,5.3,27.1076,24.9511,24.2537,23.9898,24.0523
0.983738,-0.0063,-0.0105,0.0,331.5,24.3767,21.9612,20.7307,19.2916,18.711
0.835694,-0.0045,-0.0204,0.0,4.7,,26.8523,25.0768,24.118,23.8252
0.0252898,-0.0043,-0.0266,1.9877,23.6,24.6018,23.913,23.1835,22.2042,21.8453
0.0225397,-0.0009,-0.0261,1.7284,20.0,24.5002,24.0293,23.3527,22.4209,21.782
0.069372,-0.0042,-0.038,1.5521,7.4,24.2,24.0127,23.9664,23.5767,22.9551
0.0740877,-0.0137,-0.0219,1.5322,17.5,26.2599,25.7542,23.742,22.316,22.016
0.136927,-0.0035,-0.0377,1.3818,4.7,27.2831,25.0037,24.291,24.0603,23.4994
0.0880914,-0.0017,-0.0308,0.9376,4.0,25.9539,25.8732,25.0725,24.3193,23.6919
0.543497,-0.0036,-0.0059,0.9635,3.1,25.6215,25.487,24.7633,24.6306,24.2197
0.0231893,0.0004,-0.002,1.0735,11.7,23.578,23.228,23.1652,23.018,23.0218
0.197274,-0.0038,-0.0448,1.222,10.3,24.7259,24.3942,23.7674,23.1542,22.8555
0.000283787,0.0022,0.0036,3.923,15.2,26.6154,25.0652,23.998,22.7876,21.9748
0.884928,-0.0076,-0.0109,0.0,8.2,,25.8028,24.5472,23.4355,23.0376
0.00540367,-0.0055,-0.0094,1.2938,3.3,25.673,25.7546,25.2949,24.5907,23.95
0.0016142,-0.0056,-0.0091,1.8294,5.9,24.7873,24.5354,24.3351,23.7839,23.0323
0.188152,-0.0036,-0.025,1.8067,40.4,27.1954,24.7107,22.9764,21.5989,21.0716
0.0209526,-0.0015,-0.0039,3.6034,5.7,25.3943,24.6297,24.5528,24.0518,23.8958
0.961715,-0.005,-0.0165,0.3426,8.4,25.2182,24.3284,23.9547,23.4114,22.8365
0.0270828,-0.0036,-0.0393,1.6539,33.6,23.5921,23.115,22.6707,21.8275,21.5313
0.00109429,-0.0028,-0.0031,3.252,4.8,25.0637,24.5805,24.5483,24.1255,23.7886
0.155779,-0.0008,-0.0182,0.7165,4.8,24.4504,24.1622,24.0346,24.1884,24.4711
0.908753,-0.0047,-0.0126,0.2383,13.1,27.6204,24.9386,23.7365,22.8988,22.4392
0.981171,-0.0037,-0.0321,0.0,24.0,27.1747,24.8697,23.5808,22.2147,21.5272
0.0486873,-0.0035,-0.0068,1.6322,5.0,24.1177,23.8773,23.8906,23.7659,23.3351
0.0063541,-0.0054,-0.0096,1.4067,3.9,26.3674,25.6046,24.7343,24.3632,23.6854
0.0736809,-0.0056,-0.0084,1.2398,3.0,25.4595,25.541,25.0621,24.547,24.6046
0.356507,0.0015,0.0027,0.6578,7.4,23.9212,23.5949,23.5631,23.6013,23.5314
0.00890467,-0.003,0.0169,2.4781,11.4,24.7378,23.8041,23.1257,22.8462,22.6505
0.160289,-0.0011,-0.0273,1.1102,6.1,26.0176,25.3178,24.6536,23.8482,23.6858
0.771498,-0.0034,-0.0066,0.0,3.6,25.0781,24.5364,24.4681,24.425,25.5219
0.162213,-0.0015,-0.0001,0.5436,8.7,26.8653,25.0618,24.1497,23.1842,22.8105
0.0242765,0.0016,0.0011,1.0934,5.2,25.4446,24.4342,24.0657,23.9389,23.8689
0.022977,0.0034,0.0043,1.3579,14.2,23.9269,23.6286,23.4844,22.7684,22.6132
0.00874527,-0.0027,-0.0223,2.5734,14.1,23.9284,23.7534,23.3248,22.9229,22.2502
0.516266,-0.005,-0.0426,0.9278,4.2,25.5286,24.9823,24.405,24.1552,23.8119
0.0566533,-0.0081,-0.0544,1.3021,4.1,24.5536,24.3247,24.2668,24.3039,24.0203
0.0167797,-0.0058,-0.0116,2.7803,23.5,23.5066,23.1261,22.4586,22.2126,22.105
0.0665744,-0.0064,-0.0107,1.3496,4.0,25.473,25.0299,24.4619,24.4248,23.8738
0.174382,-0.0013,-0.0286,0.6636,6.8,26.2378,24.7689,23.8714,23.6648,23.4885
0.00213402,-0.0049,-0.0124,1.4177,3.1,25.5896,25.2121,24.4585,24.1521,23.4719
0.0847461,-0.0027,-0.034,0.8817,7.1,24.0766,23.8043,23.6608,23.4818,23.1028
0.2192,-0.0055,-0.0082,1.1221,3.9,,,,24.3166,23.519
0.808326,-0.0076,-0.0539,0.0,3.9,25.4004,24.7758,24.5464,24.4706,24.7415
0.174001,-0.0058,-0.0117,0.9182,3.0,27.0644,26.4988,25.4555,24.4933,
0.489116,-0.0034,-0.0369,2.4947,4.0,,25.2157,24.9378,24.5754,
0.00358163,-0.0028,-0.0345,3.5126,8.0,23.7378,23.5141,23.5076,23.3962,24.4452
0.0498994,-0.0049,-0.0244,1.7439,25.7,25.6984,24.718,23.3251,22.0629,21.382
0.541097,-0.0036,-0.0189,0.4835,4.2,,,25.5615,24.1641,23.5238
0.00129159,-0.0043,-0.0203,2.1791,7.9,25.1162,24.6807,24.136,23.538,22.94
0.580469,-0.0056,-0.0088,1.4196,3.9,25.6601,25.3668,24.9675,24.5135,24.4494
0.00265824,-0.0025,-0.0065,1.5221,5.7,24.492,24.0053,23.9945,23.7809,23.4334
0.0192303,-0.0065,-0.0111,2.6678,20.5,24.5465,23.9883,22.8603,22.4245,22.2557
0.0122615,-0.0054,-0.0096,2.4085,13.6,25.9392,24.8785,23.9113,22.8885,22.8876
0.448891,-0.0064,-0.0111,0.9217,4.3,25.521,25.3831,24.9309,24.2327,24.4888
0.0508266,-0.0058,-0.0142,1.7658,4.1,26.7884,25.9594,25.5023,24.3951,23.6458
0.530083,-0.008,-0.0036,1.132,3.9,25.4264,25.218,24.6666,24.3348,24.0932
0.0842056,-0.006,-0.0116,1.2755,4.0,25.6046,25.2461,24.4681,24.2675,23.9576
0.0819104,0.0001,-0.0021,2.0406,4.5,26.0101,25.5561,25.246,24.0988,23.892
0.966767,-0.0017,-0.0044,0.0,11.8,,26.7207,25.2957,22.9747,22.2427
0.0178558,-0.0063,-0.0113,1.8902,8.2,24.9162,24.6576,23.8662,23.459,23.1938
0.039595,-0.0044,-0.0397,0.9221,28.6,23.2569,22.8674,22.2562,21.9618,21.7989
0.000232584,-0.0032,0.0161,3.0379,9.4,25.3563,24.6576,24.0516,23.3916,23.0496
0.101318,-0.0036,-0.0377,1.2745,6.9,,26.1335,24.3468,23.594,23.0018
0.0481653,-0.0029,-0.0352,1.3536,7.0,25.0886,24.399,23.7118,23.5712,24.4526
0.0107449,-0.0054,-0.0096,2.255,4.9,25.4001,24.5196,24.1966,24.0761,23.9394
0.122963,-0.0029,0.0174,0.9648,3.0,25.7332,25.1147,24.9728,24.4635,24.2368
0.0723077,-0.0046,-0.0156,1.4901,4.7,26.1781,24.8212,24.2092,24.1097,24.0733
0.922148,-0.0051,-0.0233,0.6454,5.8,,,26.2091,23.6513,22.8366
0.0856476,-0.0063,-0.0155,1.4129,4.6,25.4939,24.532,24.2642,24.351,24.406
0.972014,-0.0045,-0.0129,0.0,7.9,27.3981,25.33,24.0921,23.5079,23.5173
0.981372,-0.0074,-0.0101,0.0,220.8,23.6633,21.4353,20.3179,19.7303,19.437
0.965425,-0.002,-0.0007,0.238,32.6,22.6074,22.3327,22.2621,21.8005,21.3942
0.00449611,-0.0062,-0.0484,1.5628,5.7,25.3318,24.9487,24.5183,23.9874,24.1443
0.350457,0.0019,0.0034,0.5253,7.8,24.4323,24.1321,24.0621,23.5507,23.1865
0.363393,-0.0066,-0.0154,0.4231,5.0,,26.4371,24.9677,24.1041,23.7215
0.628919,-0.0052,0.0119,1.6282,5.2,25.3849,24.5537,24.4256,24.1879,24.2085
0.000372175,-0.0049,-0.0428,3.1312,12.5,24.5475,24.1859,23.7962,23.0153,22.9939
0.21724,-0.0052,0.0119,1.6496,5.2,25.1392,24.4147,24.2405,23.9736,24.1932
0.983238,-0.0073,-0.0103,0.0,184.0,24.6316,22.1042,20.7655,19.9367,19.5666
0.977269,-0.0034,-0.036,0.0,29.6,26.2816,24.5111,23.2807,21.961,21.3654
0.105574,0.0049,0.0052,1.1483,5.9,24.552,24.454,24.2675,23.7454,23.8034
0.000818329,-0.005,-0.0427,1.9737,5.9,24.639,24.4091,24.1381,23.7741,23.5197
0.00209492,-0.0056,-0.0141,2.088,4.1,25.8686,25.5105,24.6815,24.3424,24.2462
0.00440207,-0.0082,-0.0545,1.5545,3.3,24.5903,24.7113,24.4836,24.196,23.6444
0.0288944,-0.0078,-0.0084,1.597,25.2,23.9304,23.3793,22.7329,22.1341,21.8944
0.000251975,-0.0018,-0.005,3.4745,10.1,24.306,23.7003,23.2863,23.2021,22.6037
0.758636,-0.0037,-0.0376,0.314,4.9,24.9179,24.7571,24.533,24.0438,23.3105
0.491462,-0.0035,-0.0151,1.3968,1.7,,25.5953,,24.6564,
0.0130402,-0.0057,-0.0141,1.7196,7.3,25.0668,24.7074,24.1751,23.5868,23.0309
0.000443964,-0.003,-0.0334,4.1202,13.0,,25.516,24.2188,22.954,22.0762
0.251031,-0.0028,-0.0038,0.3534,4.7,,26.1399,25.5711,24.0178,23.0861
0.195094,-0.0032,-0.0381,0.897,7.6,25.0137,24.5415,23.7764,23.5103,23.193
0.922999,-0.0056,-0.0081,0.0,4.5,,25.1726,24.6008,24.1669,24.1721
0.443518,-0.0037,-0.0363,0.0,3.2,,,25.6988,24.4985,24.6018
0.00601767,0.0026,0.0044,1.701,8.9,24.8368,24.3385,23.5374,23.3696,23.1707
0.300932,-0.0039,-0.0324,1.6747,5.0,25.0572,24.8147,24.7735,24.073,23.5599
0.021105,-0.0035,-0.0366,1.403,3.9,25.0659,24.7216,24.4843,24.42,23.6596
0.0626287,-0.0063,-0.01,1.6305,6.3,27.2642,26.5375,24.7131,23.633,22.9228
0.552244,-0.0075,0.0064,0.9275,3.7,,25.9316,24.8008,24.4055,23.9833
0.641096,-0.0055,-0.0097,0.4371,4.1,24.7397,24.4815,24.5497,24.1437,23.5881
0.00696585,0.0031,0.0033,2.2792,10.9,27.7396,25.9027,24.4122,23.1574,22.7032
0.0262314,-0.0048,-0.02,2.3899,40.9,23.6362,22.9894,22.381,21.6138,21.3513
0.00125581,-0.0059,-0.0463,1.8499,4.5,25.8032,24.9656,24.3392,24.3779,24.2368
0.000176222,-0.0004,-0.0014,2.6698,7.4,25.7837,25.4782,24.691,23.7904,23.0851
0.0228122,-0.0101,-0.0539,2.4091,17.8,24.7507,24.425,23.3787,22.4632,21.6429
0.145092,-0.0014,-0.0284,2.3477,4.0,25.7387,25.0169,24.7912,24.517,24.5759
0.0252717,-0.0043,-0.0087,1.9973,18.2,24.1732,23.548,22.7585,22.4277,22.2339
0.529058,-0.0063,-0.0136,1.6973,3.1,24.7809,24.6319,24.6173,24.4699,24.2082
0.00980166,-0.005,-0.0142,2.0999,13.9,24.3209,23.9718,23.293,22.8661,23.2072
0.000156432,-0.0064,-0.0113,2.7047,7.1,24.8883,24.6139,23.8984,23.7047,23.4449
0.185616,-0.0059,-0.0117,1.6273,9.6,,26.1406,24.4405,23.1412,22.5006
0.508085,-0.0052,-0.0178,2.6544,3.7,,25.487,24.9601,24.6373,
0.000148344,-0.0049,-0.0142,2.4685,6.3,25.2207,24.162,24.0715,23.8411,23.4325
0.964254,0.0059,0.0056,0.0,35.3,24.0308,22.5763,22.0158,21.7851,21.7698
0.675023,-0.0036,0.0164,0.6598,3.0,25.1725,24.7432,24.6213,24.6263,23.5116
0.0465683,-0.0026,-0.0235,1.199,9.0,24.922,24.3869,24.0662,23.3603,22.8318
0.185191,-0.0072,-0.0109,0.7611,6.4,24.1336,24.029,23.9038,23.5801,23.5121
0.0552832,-0.0064,-0.0475,1.5413,5.3,24.7332,24.6741,24.6312,23.9463,23.6782
0.982575,-0.0051,-0.0092,0.0,50.3,23.601,22.217,21.6609,21.3854,21.2692
0.0555144,-0.0038,-0.0071,0.8321,3.9,25.6786,24.8505,24.5905,24.3267,23.9938
0.0676238,-0.0041,-0.0244,1.3162,9.2,23.8221,23.4902,23.4231,23.338,23.3577
0.0281782,-0.0037,-0.0238,3.1258,61.7,24.5281,23.6075,22.3969,21.1232,20.6206
0.915629,-0.0052,-0.0125,0.3286,42.0,24.8679,23.1009,22.0151,21.4418,21.0732
0.221131,0.0043,0.0052,0.6185,11.0,23.6383,23.3065,23.2075,23.0769,23.1064
0.69939,-0.0058,-0.0088,1.0253,3.1,25.2621,25.0138,24.878,24.6399,24.1175
0.129217,-0.0029,-0.0344,1.3957,4.7,25.6512,24.7143,24.1518,24.1447,23.4961
0.0655832,-0.0082,-0.0545,1.9588,3.4,25.3579,25.4099,24.8176,24.3847,24.2486
0.132716,-0.008,0.0048,1.415,3.6,25.2822,24.7076,24.5512,24.1608,23.6835
0.982322,-0.0048,-0.0125,0.0,21.9,27.2439,25.1824,23.9346,22.2924,21.579
0.697884,-0.0048,-0.0119,0.6884,3.4,26.53,25.7085,25.3036,24.525,24.8006
